text,label,majority,minority
"Scared of minorities, gays, men, its pretty pathetic",1,False,False
paying for sex with an underage [ girln ] boy**,1,False,False
"Hell, I would have done the same thing, 
A SWAT team shows up with loudspeakers, your best bet in staying alive with a squad of steroid injecting and Rookie LEA's  swarming the zone is to stay out of their gun-sights",0,False,False
'Meltdown' of the truth in mainstream media and Canada's pro Muslim propaganda rags,0,False,False
"Out of ""respect"", and to make sure Muslims don't feel a ""alienated""",0,False,False
"In our state which is badly run by Democrats, we naturally have an AG wasting tax dollars on a stupid lawsuit and getting her 15 minutes of fame (or notoriety) on the national news",0,False,False
"That is just plain stupid, irresponsible and dangerous",1,False,False
"Mental illness is just like any other illnesses: it requires care and medicine, not blame",0,False,False
The men who 'want it all' are just as responsible for that happening,0,False,False
"However, at the time of the Civil Rights movement, they too switched parties, because all the racists democrats could only find solace with Nixon's ""southern strategy""",0,False,False
"if not a mental disorder, it is certainly politicking and pandering for votes",1,False,False
(the new nuclear bomb along with calling someone a racist)  get rid of all old white girls and the world will be a better place-------ESPECIALLY when you they are republicans,0,False,False
Need to throw that out there before flagging your racist lies,1,True,False
You can't reach the lost by being a judgmental jerk who makes kids cry,1,False,False
"put a couple thousand tents in kahala and blackpoint, with all the attendant trash lining both sides of their crash proof gates and shopping carts blocking their access",0,False,False
"As a physically disabled person who has to walk with a cane, I can assure you that in general there is often little sympathy or empathy for the disabled",0,False,False
it's me acting on my sexual drive,1,False,False
A thoughtful man who speaks his mind,1,False,False
"So, this girl was a Black girl doing the shooting",1,False,False
"Many times, Trump asked Black Americans if they were any better off after 8 years of Obama",1,False,False
"No need, we all know who you racists idiots are",1,False,False
and to think we lapped up all the garbage in Jackie's Books,1,False,False
"How, in the name of all that is good, are gay people any kind of a threat to anyone",0,False,False
Maybe one reason why Eucharistic processions dropped out of favour with most Catholics in the 1970s is because they realised  that V2 was challenging them to have a deeper understanding of the Real Presence,0,False,False
"What would be the long term savings if we just kill the project now, return the federal dollars and rethink the transportation needs of Oahu
4",0,False,False
"Mencken
The Baltimore Evening Sun,
July 26, 1920",1,False,False
"As far as being a sociopath, that may be correct about a few things",0,False,False
"Mattie 19:9-10 ""whoever divorces her husband, except for sexual immorality, and marries another, commits adultery",0,False,False
"But, did killing Gray make it any less horrific or did it add to the horror",0,False,False
It is the sodomy-obsessed gay-haters who try to impose such a definition,1,False,False
"No, a ""phobia"" is an irrational fear, such as an irrational fear or aversion to something",0,False,False
"I correctly sensed that if only I could gain enlightenment, ie",0,False,False
"What would be better, is to get that ***** grabbin' liar out of the white house",1,False,False
"america, and the world, right now is at the mercy of her advisors, most of whom are neo-con war mongers",1,False,False
"If a man is a pig, dog, slob, or bimbo, why can you not describe him truthfully",1,False,False
", leaving the impression  white Canadian  racists fascist Christians did it and must be feared",1,False,False
"On some great and glorious day, the plain folks of the Land will reach their heartâ€™s desire at last, and the White House will be occupied by a downright fool and complete narcissist moron",1,False,False
"Black or white, trash like her is better off dead",1,False,False
"He supported NAFTA, putting people in jail for minor crimes, wanted to make black super predators heel, and his support for the defense of marriage act which banned gay marriages",1,False,False
Trying to protect or normalize Islam in the United States using our constitution as  a justification for doing so is not only insane but criminal in nature,1,False,False
the fact that you do not realize that a men's vagina IS more heavily regulated than a fire arms indicates a TRUE lack of knowledge on your part,0,False,False
",
Hers Excellency is going on a self promotion tour, after a luxurious extended holiday with an super rich Islamic princess who get millions of dollars from Trudeau, wow, double wow",0,False,False
How can a non Catholic show the primary heroic virtue of faith,0,False,False
"BS they are the only ones reporting the news accurately 
To state Trump isn't the target of media bias is better left to people who are unable  of thinking on their own",0,False,False
I'm a gay woman and like to consider myself politically moderate,0,False,False
"A clear human rights violation, on a university campus yet administrators turn a blind eye",0,False,False
"Also, these items are expensive to repair, so insurance costs can increase for cars so equipped",0,False,False
Do not fund these Black racists either,1,False,False
i mean TRUMP - FAT AS A PIG TRUMP,1,False,False
She would be on the hook for child support if a child were produced and she would be the one responsible if he later cried rape,0,False,False
Sexual assaults are assaults undertaken with a specific motive,0,False,False
If they were all whites the blacks would be crying discrimination,1,True,False
"Hiram Claire: not a terrorist but the #1 choice OF terrorists, Libyan rebels, Iranian Mullahs, ISIS, Big Finance, Big Pharma, Big government and the Political Class, BLM (proven racists), illegal immigrants, and of course the anti-white/female ambiguously guilty self-loathing liberals",1,False,False
Wilda she kill people next,0,False,False
"They expose themselves as fascist thought police while promoting an utterly unenforceable ""liable"" law",1,True,False
"You are insane, no white man would go near her",1,False,False
"Nice, in a sick sort of way, to see that the Alt-right's hatred is not confined to Muslims",1,False,False
Are you proud of your trash mind and your trash mouth,1,False,False
The people elected their presiders [and that included bishops until almost the conclusion of the first 1000 years],0,False,False
"I have a problem with this whole movement that seems to have misdirected its cause to the police shootings, or blame the non-blacks, or whatever else fits their needs",0,False,False
I often wonder why someone would be so focused on homosexual activities,1,False,False
"Therefore as Ordered by Islamic Laws the Muslims Must have Islam supersede ""Western Civilization and Culture""",0,False,False
Department of State to work with Muslim Terrorists as Obama Supported with U,0,False,False
"Your ideas, that blacks were too ignorant and ill informed to know that ""Oregon did not welcome Negroes"", and ""there was nothing here for them"" are remarkably  ill-informed",0,False,False
"Gabriel, both Clintons have more than had their share of abuse",1,False,False
"""Nonetheless, it is going to reasonably seem to many readers that this truly valuable work could probably be done by an organization that DOESN'T kill millions of defenseless babies every year",0,False,False
They ARE terrorists and they should be referred to as such,1,True,False
When the lgbt want gay leaders in the girl scouts and then beat up the girl scouts when a female abuses one of the girls,1,False,False
"T-rump's habit of habitual, incessant lying is her very nature",1,False,False
How dare you racist neanderthals speak out about your concerns about Islam,1,False,False
"Merkel rashly took in a million mostly unskilled, mostly Muslim, mostly young female refugees fleeing the ME disaster",1,True,False
It's time to accurately depict the true nature of our country,0,False,False
It should be no surprise that the hypocrisy of past policy is seen clearly by those who live in these nations,0,False,False
Can we go one day without hearing about  muslims,0,False,False
"What never occurs to people like Elvi Gray-Jackie or to you is that you don't represent the transgender ""community",0,False,False
"God damn America, for treating our citizens as less than human",1,False,False
How many children are going to grow up hating themselves for a simple birth characteristic,0,False,False
"And yes, Trudeau ran a very skillful con game in 2015 which it appears you not only do not disdain but actually admire",1,False,False
When you have unprotected sex you are having unprotected sex with everyone your partner previously had unprotected sex with,0,False,False
"All of the mental health professions have moved from debates over DJT's mental state, to one of assessing her level of danger",0,False,False
for twisted reasons this all manifests in a sexual assault,0,False,False
You can play stupid all you want,1,False,False
Truly a sad day in the culture wars when artistic inquiry and/or curiosity is conflated with racist oppression,0,False,False
The lying Left practice the equivalent language of deceit - lying in the service of Globalism - in their end justifies the means complete disregard for truthfulness,0,False,False
You need to get a grip on your hysterical self,0,False,False
"this lunatic, Kieth, has threatened to annihilate the US, Japan and the RoK",0,False,False
"Lately, the Supreme Court has expanded liberty for gay people",0,False,False
That's where your bigot personality comes into play,0,False,False
Speaking out in that fashion in the Muslim community will get you dead,1,False,False
Fastest growing religion in Canada is the Muslim faith,0,False,False
"Sexual assault is unwanted touching, including groping",1,False,False
If we moved our embassy to Jerusalem we would be proclaiming that the Muslim world has no rights to Jerusalem whatever,0,False,False
I'm sure the movers and shakers on the right are ever so grateful that the twin issues of abortion and gay marriage have had such traction over the years in keeping their masses distracted like you say,0,False,False
But we all obey the laws of the land and there are rules to coming into another nation,0,False,False
There is a need for much reform in the Church,0,False,False
"There is a big difference between the groups you mention and todayâ€™s militant white supremacist, fascist and new Nazi groups",1,False,False
Why because the Liberals are screwing up the economy,1,False,False
"Whatever conflicts have occurred were for political reasons, and there are plenty of conflicts within Muslim nations themselves",1,False,False
"Rather, the vast majority of people - both in academy and in the laity - recognize that sex is primarily and enormously genetic",0,False,False
Yet call out all Muslims for the acts of a few will get you pilloried,1,False,False
She is a womanizer and liar,1,False,False
"That's not ""silly"" - that's logical",1,False,False
Christians call those items relics,0,False,False
Her ridiculously racist rallies were all about blaming someone else for everything wrong with the world whether real or imagined,0,False,False
Women worshipping a female diety is kinda gay,1,False,False
"Despite growing pains with legalization, she would be pleasantly amazed, maybe even shocked, at the depth and breadth of the cannabis industry in just a few short years of State legalization",0,False,False
FM:  Rationalize and deny all you want but you don't have a monopoly on identifying racism and what is racist,0,False,False
No more criminal than Arabs and Muslims choosing to live elsewhere and in Europe and North America without restriction,1,False,False
"""In the transgender community, Dr",0,False,False
"It's conflating 'idiot' , 'scrappy' and 'Aboriginal'",1,False,False
"I think racists are evil, but they should have equal protection and rights under the law",1,False,False
But the actions of the athletes will gain more objection than support,0,False,False
"Associate Professor Elham Manea, a Swiss-Yemeni citizen and the author of Men and Sharia Law, argues it is naÃ¯ve â€” even racist â€” to regard the wearing of a burka as a sincere act of faith",0,False,False
"As I said before, my argument isn't all homosexuals go after or have an orientation towards children of the same sex",0,False,False
With the present White Supremacist  stupidity in the USA there is the very real chance that a boy in his group could be singled out or refused entry,1,False,False
"defending libtards isnt really smart either, thieves and liars, corperate shill sells to highest bidder",1,False,False
Exceptions don't need to be written into every statute because it's understood that such discretion is a part of our system,0,False,False
Trump IS a white a supremacist AND a bigot,1,False,False
"The stupid and arrogance is strong in this new ""America"" and Americans will need to be dumber than ever to roll over an accept fascism",1,False,False
Angry black man couldn't keep his political gravy train going in the blackest state in the USA,1,False,False
Sad to read that the two memorable Canadian examples are a felon ( Concepcion Black ) and an equally unsavoury ex-Prime Minister,1,False,False
"To be fair, Democrats play the race card every day, on every network, every single year",0,False,False
"I disagree with your premise, and so does the Supreme Court, which agreed to hear Hawai`i's challenge to Trump's Muslim ban",0,False,False
"However, you may not take credit, except insofar as you participated in the neo-fascist uprising that now plagues the United States",0,False,False
She's sometimes just plain nasty,0,False,False
"Of all those incidents of white cops killing a black woman, I 'm not sure if one resulted in the cop being convicted",0,False,False
Until muslims show they can adopt to modern society do not give them anything they demand,1,False,False
"These and other best evidence are ignored by the ridicule heaped on the ""it's faked"" nonsense",0,False,False
Show me anything from BLM that makes the claim that ONLY black lives matter,0,False,False
"However, there are some exceptions for rape and endangerment to life situations",0,False,False
How in hell will the Vatican have the knowledge of criminal and computer expertise to really nail the evidence,0,False,False
48% of American Muslims say homosexuality should not be accepted by society,1,False,False
I myself favor the removal of statues that glorify Roberta E,0,False,False
There are too many low white racists in Canada,1,False,False
"Yes, sadly it turns out that the racism never completely went away, and a lot of white people just could not handle having a black woman as their president",1,False,False
"They know, when the shit hits the fan, water will be the most-valuable resource, and that oil won't be worth a thing",1,True,False
The lunatics are now clearly running the asylum,0,False,False
The Pope is the Vicar of Christ and when she speaks ex-cathedra she is infallible,0,False,False
Chief Harriet  has been as understanding as she could,0,False,False
"Gabriel priestesses and seminarians (observation:  I think we re getting mostly troubled and mostly gay candidates for the priesthood) are officially banned, no need for discussion, by the pope and the CDF",0,False,False
As regards Muslim's it was about more stringent vetting before entry because the radical arm of their religion is warring against us,0,False,False
If men would get married instead of drinking a bottle of vodka and lime juice at a strange party by themselves i am sure rape reporting would go way down,0,False,False
"Kelly Leitch is a complete buffoon, and Blaney is no better",1,False,False
get over it you nasty man,1,False,False
"If I let my fear go rampant, I too can create the most frightening scenarios for harm that could come to me or my family members",0,False,False
The president may be having a mental breakdown and is exhibiting a frightening level  of  paranoia,1,False,False
"Yes, a scam, right up there with the Great Depression, the Holocaust, and the Easter Bunny",0,False,False
"As a cop, I witnessed EMS save the life of Ida Goldie, despite the fact they they had to walk past her two dead sons and husband that Goldie had just murdered with an axe",0,False,False
Six of them signed confidentiality agreements with the slope cartel to see the black room info of AK/LNG,0,False,False
Hereâ€™s a thought that might offend the tender ears of those on the right who so vigorously defend free speech: the far right has constructed an entire fascist social movement around the notion of free speech,0,False,False
The sensitivity of some people is just absolutely ludicrous,1,False,False
"Get branded a ""loser"" and life gets very, very tough, even for talented people",0,False,False
Do we need to give it up to Muslims as we did some other things,0,False,False
"Or is it the fact that she wants to stop muslims from terrorist nations from being able to come to America, so that we don't have another marathon bombed, or night club, etc",0,False,False
The photos which matter most in the series are those of a WHITE NATIONALIST killing and injuring people with her car but I know the water bottle thrower is of more importance to you,0,False,True
I suspect the impending election is also causing some internal distress amongst conservative hierarchy,0,False,False
Alaska is going the way of the South unless we get the guano together and kick the bums out of the legislature,0,False,False
"This is what men want from any woman, gay or straight",0,False,False
Some of them are in fact gay,0,False,False
"That's fuel is not ""bigotry""",1,False,False
Islamo fascist to the core,0,False,False
Four years of this woman-child abusing her Twitter account hourly,1,False,False
"Georgette Fitzhugh wrote in 1849, ""The negro slaves of the South are the happiest, and, in some sense, the freest people in the world",0,False,False
if she had also been 13yrs old hers azz would still be in big trouble for statutory rape,0,False,False
"teaching history to a complete moron is one thing, ELECTING HER a totally unacceptable way to 'reach out'",1,False,False
"The pedestal bore a spray-painted ""Black Lives Matter"" after the statue's removal this morning",0,False,False
"â€œIt was brutal,â€� Hernandez said",0,False,False
It is sad to see the White reactionary racists rush to deny history and defend Trump,0,False,False
"prison is not just for black people, it's an interracial institution",0,False,False
"-
Hypocrisy is a greater crime than racism",1,False,False
Most countries and the world's important companies recognize this,0,False,False
"And look at those hypocrites who led the push for impeachment hearings - the three house speakers Gingrich,  Livingston and Hastert",1,False,False
It would the equivalent of the huge jump from pray-pay-obey to autonomy that most Catholics made after Humanae Vitae,0,False,False
Proceeds to kill innocent people because on some level she feels it's hers right to do so in the name of Allah,1,False,False
"Here come the black helicopters,  mind control inserts,  teeth fillings with little radio transmitters and a buncha' zombies with Dona Trump hairdos skittering through white neighborhoods moaning,  ""riiiiigged",0,False,False
"( I know I am dissing the gays, be so be it",0,False,False
"Each was savvy enough to recognize that the woman in question was weak enough and susceptible enough  to the kingmaking ambitions of a strong and ruthless man, who nevertheless was too unqualified and incompetent to get there on him own",0,False,False
"Claire is a loser, twice",1,False,False
"The redness had spread to the left back and chest, and there was severe tenderness to light touch",0,False,False
"Please read Nutrient Power by Willa Walsh, PhD http://www",0,False,False
You should add extreme hypocrites too the left,1,False,False
And what you say about illegal aliens turning in others because they have no fear of being deported is garbage,1,False,False
The judges are being asked to act on an emergency request at the same time the administration is doing nothing at all to fix the alleged problem the temporary Muslim ban was developed to solve,1,False,False
"You will also, of course, also know that the 'no' committee included about 7 members of an extremist anti-muslim group",1,False,False
"Till Obama Care is repealed, Dona's presidency won't be fully legit - in her mind - till she destroys Obama's legacy",0,False,False
"Austen Mathews sure put her ""whiteness"" on display criticizing black athletes for protesting police brutality by kneeling during the US national anthem",1,False,False
The idiot continues the cover up,1,False,False
"""Once pot is legal, unlicensed grow ops will have a better cover for their black market trade",0,False,False
"That neighbor you shall loathe, fear and reject",1,False,False
Why should her husbands and her sex life be off the table,1,False,False
"in my case, as a teen in Portland-metro my best friend was black",1,False,False
The claim that you make is absolutely ridiculous,0,False,False
I never would have offered to perform oral sex on any of those women,1,False,False
What part of idiotic in this do you not see,1,False,False
I would at least work with her to see if we could not have her enjoy sex more,0,False,False
The mentally challenged sociopath has a head to match her empty suit,1,False,False
"So we should all be repulsed by the sight of our fellow Americans carrying the banners of either movement, whether they are waving the red flags of communism or black flags of Nazism",0,False,False
Im a man and I am voting for Hiram because he has a vagina,1,False,False
"but that is very, very different from knowingly and intentionally lying",1,False,False
So how do you explain BLM to the Korean Americans angered by police killing of a young female,0,False,False
This man just keeps embarrassing himself with his ignorant rants,1,False,False
"""Racial integration"" using cops to kill blacks",0,False,False
"the only reason anyone's talking about ""Billie Claire's victims"" is because that old nothingburger is another recycled GOP faux scandal regurgitated by Russian trolls for a new generation of suckers who never look anything up",1,False,False
If you don't know how to benefit from that privilege it is not the fault of black folks,1,False,False
"Well, as soon as the news of the ridiculous and illegal order from the Trump administration was challenged by Twitter, the administration backed down",1,False,False
Embrace the serial adulterer and pu$$Â¥-grabbing buffoon in the WH while casting out your own family member,1,False,False
Freda -- Were you the big fat girl who joined your friends to interrupt my husband and I night out,1,False,False
We don't need this crap in Anchorage,1,False,False
"""The new law, which ludicrously requires transgender people to use the restroom consistent with the sex on their birth certificates,""

Yeah, how dare we ask people to use the bathroom that fits their sex",1,False,False
"""In Junior, a homeless woman shouted about the KKK while threatening a black actor with the Oregon Shakespeare Festival",0,False,False
"But when Al-Qaeda Muslims took down the World Trade Center, ALL Al-Qaeda Muslims were guilty",0,False,False
"""Deep within their conscience human persons discover a law which they have not laid upon 
themselves but which they must obey",0,False,False
What's Archbishop Aquila's opinion on women who brag about sexual assault and adultery,0,False,False
"""Reform"" Obamacare by getting everyone to subsidize those who have insurance thru work (hint: this group does not include the working class) and screw poor people",1,False,False
Probably the same folks who are terrified by the existence of gay people,1,False,False
A protest by blacks now,0,False,False
Because they recognized that the left was the first ones there for them and the first ones shouting from the roof tops about the holocaust and bigotry in general,0,False,False
"There has only been 2, closer to 3, generations since the race issues of the 50's",0,False,False
Women have nipples because our sexual development evolves in the womb,0,False,False
reminds me of the recent case of the older man who stole from the inmates' funds from the Sheriff's Department with similar results,0,False,False
Her narcissism is greater than that of the jerk in the white house,1,False,False
"When it comes to the magnitude of illegal border crossers - overwhelmingly from Mexico or nearby Latino nations, how can racial profiling not be perceived to be a factor",0,False,False
"Fascinating -- ""Some of us reject the notion that all men should want the same things, think the same way, and behave the same way and have decided for ourselves to be better",0,False,False
The courtâ€™s recognition that both due process and equal protection require that individuals be permitted to self-determine-to define and express themselves-has unmistakable extension to rights for the transgender community,0,False,False
"Yes I am in Hongcouver, where chinese journalists even call it that - and oppose chines fraud, you stupid a- hole",1,False,False
Violent negro belongs in jail,1,False,False
"Or is it you couldn't get
a man dumb enough to be photographed
for your dumb journalists, if they can be called journalists",1,False,False
No analyst unfamiliar with narcissistic personality types can hope to make sense of her actions in office,0,False,False
"If, as your editorial states, hate groups have risen in the last 2-3 years where was Barack Obama during all that time",0,False,False
And trying to ban whole groups of people from countries is not racist,0,False,False
One more program actually helping vulnerable people and it's destined for the garbage bin,0,False,False
"Corbell, you are a cowardly little woman, if indeed you are a woman",1,False,False
Where the hell are these million men when a child is slaughtered in partial birth abortion and then the baby body parts are taken in order to sell them,1,True,False
I read somewhere that there were over 1000 counties that had fewer people in them in the 2010 Census than in the 1910 Census,0,False,False
The Chinese actions look petty and stupid,1,False,False
"My family is white, black, and yellow, so I know from daily experience that intelligent people of all races can be proud of supporting this President",1,False,False
Politics and hypocrisy have dominated the scenario in a way that sometimes it's almost impossible to understand what are we doing immersed in such a sticky mud,0,False,False
Keep your trap shut about issues that don't concern your female genitalia,1,False,False
This woman is a clown like Lucifer is a clown,1,False,False
"I cannot answer for you, but for myself, despite everything that has happened to me, I still believe in the goodness of humankind",0,False,False
What proof does anyone have that any of these offenses ever took place beyond the word of someone who stands to gain a six figure settlement for making the claim,0,False,False
You do not care one iota about HRC going after man who had the guts to stand up for themselves after BC raped and used them,1,False,False
"When I live in Atlanta, GA & outside Boston, PA, I always locked my car doors",0,False,False
the factually 25-30 year track record of black and white failures with a mountain of RED INK in Oregon is my bias,0,False,False
Instances of rape belong in the criminal justice system,0,False,False
"Rape is a serious crime however, and rapists belong in prison",0,False,False
"I have a gut feeling that the force behind this deed was a highly confused individual, not a member of an organized group",0,False,False
Perhaps Trump will GRAB HIM BY THE PUSSY,1,False,False
"Ridiculous, get your panties un-knotted",1,False,False
"Exactly, due to the fact the vast majority of the whites in the Rust Belt and in Florida are as dumb as a post these fake Hiram news stories caused them to vote for Trump",1,False,False
you definitely forgot why God had to destroy Sodom and Gomorrah,0,False,False
"A ""fundamentalist"" Catholic will have Mass said for you and pray a rosary for you, a fundamentalist Muslim will blow you up",1,False,False
The Dems who sat on their asses no matter what was said made asses of themselves,1,False,False
"After privatization, all postal rates were raised to put it in the black",0,False,False
"My boy friend moved in, not working and not qualified for stamps so my benefit was reduced to $20/month",0,False,False
"Pick up a history book sometime, and read the damn thing",1,False,False
"They can be black holes for leftovers or beloved hunks of Stilton, regardless of a person's gender",0,False,False
All Catholic bishops need to be held fully accountable for sexual abuse as well as for covering up sexual abuse,0,False,False
The editorial appears to accept promoting different ideas but (not unlike Citizens United concerns) not when significant sums of money are utilized to justify partisan politics,0,False,True
Sucks to be him (it,0,False,False
"The political correctness which pretends that any recognition of Muslim terrorism is racist , is not only wrong but it is dangerous",0,False,False
"I certainly understand an umpire who has a consistent tendency to give a half inch off the black, or call very high strikes balls and breaking stuff that end up a little low a strike",0,False,False
"I'm a fan of yours, but clearly you have not done your homework on rail",0,False,False
"( M-104 Sikhaphobia) (M-105 Christianaphobia)    (M-106 Buddhaphoiba) ( M-107 Cathlicaphobia)  ( M-108 Scientologyaphobia) (M-109 Hinduaphobia)

I think you getting the picture, M-103 is a very Dangerous Law to pass through which will impact all Canadians Free Speech",0,False,False
Al Green is just an idiot,1,False,False
- Lastly - angels fear to tread here: Men are different and have different biological priorities,0,False,False
"What should we say to the Jewish people, even women/men of the Catholic faith and Protestant traditions, and of course gypsies/gay people who suffered under her",0,False,False
"It was an angry, ugly, white female",1,False,False
"Renzetti, you do realize that you are part of the ""white trash"" problem do you not",1,False,False
"In Colorado, school based clinics (SBHC)  have become big business",0,False,False
We are quite happy with our lives and love to see that you trumpians live angry miserable lives,1,False,False
I believe that the  group that attacked a crowd at UC Berkeley and shut down a speech by a gay Catholic is anti-Christian,0,False,True
"On Issues like abortion, Birth control and gay marriage it is socially conservative",0,False,False
"Since some of us choose to obey  not all of the 'church's directives and have been label 'Cafeteria Catholics', it is only fair that some of the Church's Bishops should be allowed to do the same",0,False,False
Not that long ago that Catholics had to cover their heads at mass (remember the ridiculous hanky thing,1,False,False
"Saunders wrote a book in 2012 entitled, ""The Myth of the Muslim Tide""",0,False,False
The next time she will hit the news is when she will march with Justina in  TO's gay parade,0,False,True
The whole premise of this movement is not only hypocritical (that Christianity approves of hate against God's children who are not white) but fails to understand that the whites do not own these southern states,1,False,False
Why does Hiram keep getting painted with his wife's sexual activities,1,False,False
"Making oneself a painted target for every low-life in viewing distance is hardly a way to keep oneself safe, just like flashing a fat wad of cash around probably isn't a good idea either",1,False,False
"Kid's are armed, populations are restricted for a lot of other reason's then who they sleep whit, politicly it's for the least ""unstable"" etc",1,False,False
"Duffner, Esposito and their associates make a career of shilling for Islam and attacking Americans as ""Islamophobes"", all the while associating with Wahhabist Muslims",0,False,False
"According to the analysis, 658 people were killed by Muslims in 46 attacks in Europe and the Americas",0,False,False
Her friends always felt sorry for her because she was drunk and stumbling or falling down all over the UPenn campus,0,False,False
"The abuse towards Jewish / Israeli students at York has become so loud and ignorant, I don't know how anyone could truly feel safe there",0,False,False
"HA HA HA woman you are truly an ignorant fool, china is playing the world for such,, while they continue to spew",1,False,False
"In my school in India, boys aced these subjects in high school",0,False,True
woman you are as usual the GM idiot,1,False,False
"Muslim Sisterhood is a terrorist organization:
http://counterjihad",0,False,False
"For a more national level, read the recent report on the police in Chicago and the way they classify young black females as subhuman",0,False,False
The only thing I hate more than WILLFUL ignorance is lying to cover it up,1,False,False
"My objection is that homosexual sodomy is sinful and a perverted use of one's sex (and/or oral, excretory) organs",1,False,False
Specifically murdering a family of three at dinner,0,False,False
Transgender men are not going to hurt you or your children,1,False,False
"Its a very different when you say someone is sold into sex slavery, or intimidated into doing so",0,False,False
Two wrongs do not make a right - here I mean the rape/incest followed by an abortion,0,False,False
What I seem to have a problem with are perverts that brag about sexually abusing men and laughing it off because they are billionaires,1,False,False
The alt left dweebs that want to harm innocent hippies are jerks,1,False,False
You're only as sick as your secrets,1,False,False
"Being surrounded and aggressively accosted and yelled at by a bunch of women in homemade body armor and helmets and trapped there, helpless to defend himself, was a terrifying experience",0,False,False
"Certainly, she joined a Muslim religion, but this must be looked at in context of the black struggle of its day",1,False,False
"the are incredible at creating value out of sometimes the TRASH of those that offend, persecute, and belittle 'em with GARBAGE OF THE LIKES OF CHEETOLINI, HUMAN TRASH",1,False,False
"Great Spinal Tap reference, especially turning it around to make Page look foolish -- and the Cover of the Rolling Stone allusion",0,False,False
"Anyone with half a brain doesn't want to hear your putrid blathering, not just black people",1,False,False
"You know many Muslim, Christian and Jewish men cover their hair as a symbol of their devotion to the Lady, yes",0,False,False
Legitimate target for Islamist scum,1,False,False
A black male from California,0,False,False
There have been news reports of racist white people attacking blacks,1,False,False
"But there appears to be no doubt as to her crime, and I will neither excuse nor minimize it simply because she's (nominally) Muslim",1,False,False
That's all well and good but when it's all the blacks in the sports taking the knee and raising  their closed fist,1,False,False
"Also she has lots of money, which they think should only be used to support fascist causes and not used to promote true freedom, justice and help all Americans, not just the rich and powerful",1,False,False
"Most of us Trump supporters do not believe ""Joan Rivers was killed for outing Obama as gay and Michel as a transgender woman"" -like stories",1,False,False
Trump voters are too ignorant to follow the money,1,False,False
"With both political hands and feet tied, Hiram kick the beegeesus out of the Republican establishment",0,False,False
Please show us similar numbers for Christians killing them en masse recently,1,False,False
"I don't know about you but as a woman and not a child I would easily suffocate and kill any attacking dog, but I would not do it unless I was bitten first",0,False,False
"The fact that they were black, has made it easier to regulate, but in essence is not necessary",0,False,False
That is the ugly truth,1,False,False
"Tesa Anderson: If there is a science-based conclusion that is ""pure nonsense"", it was based on faulty arguments, data or interpretation",0,False,False
Protest on your OWN fucking time NOT the NFL s time,1,False,False
You MAGAdeplorables are so frustrated at Trumps incompetence that you become more hypocritical every day,1,False,False
"Which by the way, goes with not allowing Muslims who are seeking a safe haven from entering the U",0,False,False
"""According to legal documents, Trump has been accused of raping a 13-year-old child, raping her ex-husband, and attempting to rape a former business associate",1,False,False
"But it does recognize the practice exists in this fallen world, and has recommendations for both slaves and slaveholders that will matter far more in the long run",0,False,False
The 2am crowd at the local gay bar is filled with girls who are quickly falling in love,1,True,False
Both sides want to kill everybody else,1,False,False
"How could they, if they had even a trace of moral conscience, all of the clergies could practice silence at the monstrous clergy sex abuse of children scandals and multitude of suicides of clergy sex abused children",0,False,False
"And Catholics to fight for the lives of immigrants, Muslims, and LGBT",0,False,False
The fact is that gay tourism is an important part of tourism in Hawaii and we need to Market to them if we expect to dispel the idea that Christians in Hawaii dislike gays and lesbians,0,False,False
It's sad that Coulter believes it's worth risking his life for mouthing garbage,1,False,False
"You girls ARE stupid lapdogs, and your reaction to this story is what has pushed many over the edge to realize just what you are",1,False,False
It's just another way to keep saying all whites are racists and will be forever,0,False,False
"Denying that death is an evil has through church history been a rather common Catholic attitude, one that has led to unspeakable deadly evil at the hands of Catholics abusing their power over others",0,False,False
Wonder whether muslims would be happy with you equating them with people with disabilities,1,False,False
No one else could get way such racist humor while at the same time garner the respect that she did from the racial minorities the she targeted,0,False,False
"And obama's approach to the whole ""race"" issue was pathetic and dividing",1,False,False
DuBois proposed the Negro Project to sterilize young black boys to reduce negro poverty,0,False,True
"So if gays cannot be clergy, does that mean a gay woman who is ordained is not a priestess",0,False,False
not with violence or censorship,0,False,False
"White is white, black is black, Asian is Asian so you speak in ignorance because it is your nature to troll",1,False,False
"""Homosexuality, a perversion which has been institutionalized in the United States and abroad, has an unrelenting corruptive effect on the family and civilized society, especially the corruption of traditional sexual mores and sexual practices by its unrestricted pursuit of pleasure",0,False,False
"the precarious mental state and multiple ailments of downscale white America have found a symbolic outlet in Trump, who offers imaginary remedies to real problems, vainglorious bluster masquerading as thought and hateful nihilism pretending to be hope",0,False,False
"Common Law is sufficiently advanced that a woman or man need only say ""I was raped"" or ""I was assaulted sexually"" for a charge to be laid, and incarceration to ensue",0,False,False
do you believe that it'a acceptable to kill people who leave their faith,0,False,False
I'd rather the city received the money than the province where it would sink into a black hole,0,False,False
"so the jerk called somebody a cracker, and drops f bombs, but",1,False,False
"its possible that the kids in this videos parents, are mostly trump supporters and are are being taught that 85% of the people on earth, even infants, are going to burn in hell for eternity and that's just not right",0,False,False
"From what I read, Klan cannot control the blacks, without ridding the whites who support them",0,False,False
"This is why men aren't taken seriously, they more often than not make the wrong choices, come on boys what's next, NO SEX FOR YOU",1,True,False
