,Sentence2,Emotion
1982,The situation makes Jerome feel irritated.,0
239,Heather feels excited.,3
0,Ebony feels angry.,0
685,Leroy feels sad.,1
6012,Ryan found himself in a terrifying situation.,2
7113,Justin told us all about the recent shocking events.,2
6559,Ellen told us all about the recent great events.,3
4516,Alan made me feel ecstatic.,3
3021,I made Malik feel furious.,0
8000,The conversation with my aunt was irritating.,0
1874,The situation makes Jamel feel fearful.,2
4290,Leroy made me feel terrified.,2
2705,I made Ellen feel sad.,1
892,Jack feels scared.,2
7043,Adam told us all about the recent annoying events.,0
857,Harry feels glad.,3
34,Latisha feels fearful.,2
4359,Torrance made me feel excited.,3
2715,I made Ellen feel happy.,3
7222,Frank told us all about the recent outrageous events.,0
3227,I made Andrew feel devastated.,1
8165,The conversation with Terrence was depressing.,1
1841,The situation makes Alonzo feel furious.,0
5499,this girl found herself in a great situation.,3
2905,I made my wife feel sad.,1
427,this woman feels devastated.,1
5414,Courtney found herself in a dreadful situation.,2
2112,The situation makes Alan feel scared.,2
4794,my dad made me feel fearful.,2
5368,Melanie found herself in a heartbreaking situation.,1
5190,Nichelle found herself in a horrible situation.,2
7600,The conversation with Shereen was irritating.,0
8539,The conversation with my son was great.,3
2451,I made Jasmine feel discouraged.,2
2395,The situation makes my dad feel happy.,3
3631,Latisha made me feel discouraged.,2
3169,I made Darnell feel disappointed.,1
3501,I made my husband feel furious.,0
6598,Stephanie told us all about the recent wonderful events.,3
2523,I made Lakisha feel enraged.,0
2570,I made Shereen feel terrified.,2
42,Jasmine feels irritated.,0
2440,I made Jasmine feel angry.,0
1568,The situation makes Courtney feel miserable.,1
4055,this girl made me feel happy.,3
2993,I made my mom feel anxious.,2
6689,this girl told us all about the recent gloomy events.,1
8455,The conversation with his was funny.,3
904,Alan feels annoyed.,0
956,Roger feels ecstatic.,3
1849,The situation makes Alonzo feel disappointed.,1
7637,The conversation with Tanisha was amazing.,3
4016,she made me feel ecstatic.,3
8379,The conversation with Josh was great.,3
8559,The conversation with my husband was great.,3
5164,Lakisha found herself in a displeasing situation.,0
5462,this woman found herself in a outrageous situation.,0
8227,The conversation with Jerome was grim.,1
6892,Alonzo told us all about the recent terrifying events.,2
5761,Terrence found himself in a vexing situation.,0
587,my mom feels devastated.,1
4490,Jack made me feel terrified.,2
1142,my father feels irritated.,0
2510,I made Tia feel terrified.,2
6603,Courtney told us all about the recent annoying events.,0
5049,Ebony found herself in a gloomy situation.,1
4557,Roger made me feel glad.,3
6006,Ryan found himself in a serious situation.,1
7249,he told us all about the recent gloomy events.,1
7784,The conversation with Stephanie was displeasing.,0
2598,I made Tanisha feel relieved.,3
1547,The situation makes Stephanie feel devastated.,1
3664,Latoya made me feel annoyed.,0
6352,Tia told us all about the recent terrifying events.,2
7409,my uncle told us all about the recent gloomy events.,1
7576,The conversation with Lakisha was hilarious.,3
8337,The conversation with Jack was amazing.,3
1495,The situation makes Betsy feel happy.,3
4334,Terrence made me feel fearful.,2
6580,Stephanie told us all about the recent irritating events.,0
759,Torrance feels excited.,3
3592,I made my dad feel scared.,2
3465,I made my brother feel sad.,1
2801,I made her feel furious.,0
3717,Tia made me feel glad.,3
8326,The conversation with Jack was serious.,1
231,Heather feels discouraged.,2
6949,Alphonse told us all about the recent gloomy events.,1
6837,my mom told us all about the recent amazing events.,3
6175,my boyfriend found himself in a funny situation.,3
7271,this man told us all about the recent threatening events.,2
6777,my girlfriend told us all about the recent amazing events.,3
5791,Torrance found himself in a threatening situation.,2
2951,I made my mother feel discouraged.,2
14,Ebony feels fearful.,2
7031,Jerome told us all about the recent threatening events.,2
5166,Lakisha found herself in a serious situation.,1
2783,I made Katie feel enraged.,0
6768,my girlfriend told us all about the recent heartbreaking events.,1
802,Adam feels irritated.,0
1521,The situation makes Melanie feel furious.,0
7014,Darnell told us all about the recent dreadful events.,2
3226,I made Andrew feel depressed.,1
330,Melanie feels terrified.,2
8603,The conversation with my uncle was annoying.,0
5518,my sister found herself in a wonderful situation.,3
1747,The situation makes my mother feel devastated.,1
6902,Jamel told us all about the recent outrageous events.,0
3024,I made Malik feel annoyed.,0
7320,my son told us all about the recent irritating events.,0
1394,The situation makes Tanisha feel fearful.,2
4658,this boy made me feel relieved.,3
3869,Nancy made me feel disappointed.,1
3287,I made Jack feel devastated.,1
3084,I made Leroy feel annoyed.,0
499,my daughter feels excited.,3
1108,my husband feels miserable.,1
7498,The conversation with Jasmine was wonderful.,3
4231,Malik made me feel discouraged.,2
36,Latisha feels ecstatic.,3
1855,The situation makes Alonzo feel happy.,3
2947,I made my mother feel devastated.,1
8191,The conversation with Torrance was threatening.,2
5904,Justin found himself in a displeasing situation.,0
3403,I made his feel enraged.,0
2973,I made my aunt feel anxious.,2
1749,The situation makes my mother feel disappointed.,1
6567,Melanie told us all about the recent grim events.,1
5436,Katie found herself in a hilarious situation.,3
4059,this girl made me feel excited.,3
1282,The situation makes Shaniqua feel irritated.,0
775,Darnell feels happy.,3
5575,my girlfriend found herself in a funny situation.,3
4263,Jamel made me feel enraged.,0
2436,I made Latisha feel ecstatic.,3
8287,The conversation with Harry was grim.,1
6503,Nancy told us all about the recent annoying events.,0
8339,The conversation with Jack was great.,3
5320,Betsy found herself in a irritating situation.,0
3197,I made Jerome feel glad.,3
3426,I made this man feel depressed.,1
139,Lakisha feels excited.,3
7682,The conversation with Kristin was outrageous.,0
6901,Jamel told us all about the recent vexing events.,0
4664,my brother made me feel annoyed.,0
3620,Latisha made me feel angry.,0
7815,The conversation with Courtney was funny.,3
293,Betsy feels anxious.,2
2196,The situation makes Frank feel ecstatic.,3
709,Alphonse feels disappointed.,1
4637,this man made me feel glad.,3
6669,this woman told us all about the recent gloomy events.,1
6338,Shaniqua told us all about the recent wonderful events.,3
6222,my dad found himself in a outrageous situation.,0
4543,Roger made me feel enraged.,0
6907,Jamel told us all about the recent grim events.,1
390,Katie feels terrified.,2
1905,The situation makes Alphonse feel sad.,1
4425,Andrew made me feel sad.,1
8492,The conversation with this boy was terrifying.,2
1544,The situation makes Stephanie feel annoyed.,0
3156,I made Torrance feel ecstatic.,3
7269,this man told us all about the recent gloomy events.,1
4717,my husband made me feel glad.,3
565,my aunt feels sad.,1
3354,I made Roger feel fearful.,2
3164,I made Darnell feel annoyed.,0
3353,I made Roger feel anxious.,2
3145,I made Torrance feel sad.,1
89,Shaniqua feels disappointed.,1
408,she feels miserable.,1
6752,my wife told us all about the recent terrifying events.,2
1335,The situation makes Lakisha feel happy.,3
3083,I made Leroy feel enraged.,0
649,Alonzo feels disappointed.,1
6717,my sister told us all about the recent amazing events.,3
6396,Nichelle told us all about the recent hilarious events.,3
8221,The conversation with Jerome was vexing.,0
782,Jerome feels irritated.,0
7253,he told us all about the recent shocking events.,2
7323,my son told us all about the recent annoying events.,0
4714,my husband made me feel fearful.,2
7079,Andrew told us all about the recent great events.,3
5515,my sister found herself in a funny situation.,3
6200,my uncle found himself in a irritating situation.,0
8217,The conversation with Darnell was amazing.,3
2252,The situation makes this boy feel scared.,2
1392,The situation makes Tanisha feel scared.,2
3278,I made Justin feel relieved.,3
8383,The conversation with Roger was annoying.,0
7046,Adam told us all about the recent serious events.,1
792,Jerome feels scared.,2
4057,this girl made me feel glad.,3
7142,Alan told us all about the recent outrageous events.,0
7810,The conversation with Courtney was horrible.,2
3096,I made Leroy feel ecstatic.,3
6096,this boy found himself in a hilarious situation.,3
760,Darnell feels angry.,0
8136,The conversation with Leroy was hilarious.,3
1396,The situation makes Tanisha feel ecstatic.,3
6106,my brother found himself in a serious situation.,1
8246,The conversation with Adam was serious.,1
2166,The situation makes Ryan feel depressed.,1
1120,my boyfriend feels angry.,0
1426,The situation makes Heather feel depressed.,1
6330,Shaniqua told us all about the recent horrible events.,2
4032,this woman made me feel scared.,2
7685,The conversation with Kristin was depressing.,1
5747,Alphonse found himself in a grim situation.,1
1058,this boy feels relieved.,3
8293,The conversation with Harry was shocking.,2
7827,The conversation with Katie was grim.,1
5598,my mother found herself in a wonderful situation.,3
7070,Andrew told us all about the recent horrible events.,2
2767,I made Courtney feel devastated.,1
7373,my boyfriend told us all about the recent shocking events.,2
7342,my husband told us all about the recent outrageous events.,0
6757,my wife told us all about the recent amazing events.,3
1973,The situation makes Darnell feel anxious.,2
886,Jack feels depressed.,1
1903,The situation makes Alphonse feel enraged.,0
7812,The conversation with Courtney was terrifying.,2
6132,my son found himself in a terrifying situation.,2
4563,Ryan made me feel enraged.,0
4118,my wife made me feel relieved.,3
1013,he feels anxious.,2
4126,my girlfriend made me feel depressed.,1
6706,my sister told us all about the recent serious events.,1
8343,The conversation with Alan was annoying.,0
6674,this woman told us all about the recent dreadful events.,2
7420,my dad told us all about the recent irritating events.,0
3948,Stephanie made me feel miserable.,1
1418,The situation makes Amanda feel relieved.,3
7598,The conversation with Nichelle was wonderful.,3
7361,my boyfriend told us all about the recent vexing events.,0
883,Jack feels enraged.,0
3489,I made my son feel disappointed.,1
4767,my uncle made me feel devastated.,1
7468,The conversation with Latisha was heartbreaking.,1
7987,The conversation with my mother was grim.,1
2860,I made my sister feel angry.,0
6963,Terrence told us all about the recent annoying events.,0
1311,The situation makes Tia feel discouraged.,2
3909,Ellen made me feel disappointed.,1
7712,The conversation with Nancy was terrifying.,2
4140,my mother made me feel angry.,0
5845,Adam found himself in a depressing situation.,1
7368,my boyfriend told us all about the recent heartbreaking events.,1
7257,he told us all about the recent amazing events.,3
1290,The situation makes Shaniqua feel terrified.,2
8341,The conversation with Alan was vexing.,0
2131,The situation makes Josh feel discouraged.,2
318,Ellen feels relieved.,3
6001,Ryan found himself in a vexing situation.,0
5339,Betsy found herself in a great situation.,3
1737,The situation makes my girlfriend feel glad.,3
600,Lamar feels angry.,0
344,Stephanie feels annoyed.,0
4088,my daughter made me feel miserable.,1
8239,The conversation with Jerome was great.,3
5202,Shereen found herself in a outrageous situation.,0
3750,Nichelle made me feel terrified.,2
2193,The situation makes Frank feel anxious.,2
5467,this woman found herself in a grim situation.,1
6069,this man found himself in a gloomy situation.,1
6317,Latoya told us all about the recent amazing events.,3
5059,Ebony found herself in a great situation.,3
435,this woman feels happy.,3
6983,Torrance told us all about the recent annoying events.,0
7997,The conversation with my mother was amazing.,3
3658,Jasmine made me feel relieved.,3
1193,my dad feels anxious.,2
3553,I made my father feel anxious.,2
1865,The situation makes Jamel feel sad.,1
2667,I made Nancy feel devastated.,1
1591,The situation makes Katie feel discouraged.,2
6852,Lamar told us all about the recent terrifying events.,2
1861,The situation makes Jamel feel furious.,0
4073,my sister made me feel anxious.,2
5838,Jerome found himself in a wonderful situation.,3
4602,he made me feel irritated.,0
7096,Harry told us all about the recent hilarious events.,3
8006,The conversation with my aunt was serious.,1
3950,Stephanie made me feel terrified.,2
5067,Latisha found herself in a grim situation.,1
8462,The conversation with this man was outrageous.,0
821,Andrew feels furious.,0
3636,Latisha made me feel ecstatic.,3
7304,my brother told us all about the recent displeasing events.,0
2815,I made her feel happy.,3
7961,The conversation with my girlfriend was vexing.,0
4243,Alonzo made me feel enraged.,0
7909,The conversation with my sister was gloomy.,1
471,my sister feels discouraged.,2
7219,Ryan told us all about the recent great events.,3
3602,Ebony made me feel irritated.,0
697,Leroy feels glad.,3
3095,I made Leroy feel happy.,3
6659,she told us all about the recent great events.,3
6337,Shaniqua told us all about the recent amazing events.,3
1101,my husband feels furious.,0
5819,Darnell found himself in a great situation.,3
7872,The conversation with this woman was terrifying.,2
5247,Amanda found herself in a grim situation.,1
6932,Leroy told us all about the recent terrifying events.,2
5777,Terrence found himself in a amazing situation.,3
3314,I made Alan feel fearful.,2
209,Amanda feels disappointed.,1
6453,Amanda told us all about the recent shocking events.,2
6056,he found himself in a hilarious situation.,3
8288,The conversation with Harry was heartbreaking.,1
6810,my aunt told us all about the recent horrible events.,2
1918,The situation makes Alphonse feel relieved.,3
1978,The situation makes Darnell feel relieved.,3
1545,The situation makes Stephanie feel sad.,1
3850,Kristin made me feel terrified.,2
2270,The situation makes my brother feel terrified.,2
3406,I made his feel depressed.,1
534,my girlfriend feels fearful.,2
7124,Jack told us all about the recent displeasing events.,0
5348,Ellen found herself in a heartbreaking situation.,1
3747,Nichelle made me feel devastated.,1
3968,Courtney made me feel miserable.,1
691,Leroy feels discouraged.,2
7325,my son told us all about the recent depressing events.,1
164,Shereen feels annoyed.,0
762,Darnell feels irritated.,0
1864,The situation makes Jamel feel annoyed.,0
875,Justin feels happy.,3
3008,I made Lamar feel miserable.,1
3245,I made Harry feel sad.,1
7352,my husband told us all about the recent terrifying events.,2
7215,Ryan told us all about the recent funny events.,3
1475,The situation makes Nancy feel happy.,3
1259,The situation makes Jasmine feel excited.,3
6365,Lakisha told us all about the recent depressing events.,1
7378,my boyfriend told us all about the recent wonderful events.,3
4734,my boyfriend made me feel fearful.,2
5336,Betsy found herself in a hilarious situation.,3
3144,I made Torrance feel annoyed.,0
891,Jack feels discouraged.,2
7710,The conversation with Nancy was horrible.,2
1803,The situation makes Lamar feel enraged.,0
2458,I made Jasmine feel relieved.,3
7277,this man told us all about the recent amazing events.,3
8277,The conversation with Andrew was amazing.,3
1575,The situation makes Courtney feel happy.,3
6232,my dad found himself in a terrifying situation.,2
5605,my aunt found herself in a depressing situation.,1
6534,Betsy told us all about the recent dreadful events.,2
3519,I made my husband feel excited.,3
5088,Jasmine found herself in a heartbreaking situation.,1
4070,my sister made me feel terrified.,2
7868,The conversation with this woman was heartbreaking.,1
8245,The conversation with Adam was depressing.,1
1494,The situation makes Betsy feel fearful.,2
6238,my dad found himself in a wonderful situation.,3
2835,I made this woman feel happy.,3
6553,Ellen told us all about the recent shocking events.,2
1976,The situation makes Darnell feel ecstatic.,3
2691,I made Betsy feel discouraged.,2
2300,The situation makes my husband feel angry.,0
1876,The situation makes Jamel feel ecstatic.,3
7619,The conversation with Shereen was great.,3
5115,Latoya found herself in a funny situation.,3
2415,I made Ebony feel happy.,3
5228,Tanisha found herself in a heartbreaking situation.,1
3385,I made Frank feel sad.,1
1786,The situation makes my mom feel depressed.,1
1134,my boyfriend feels fearful.,2
2162,The situation makes Ryan feel irritated.,0
7150,Alan told us all about the recent horrible events.,2
3092,I made Leroy feel scared.,2
7995,The conversation with my mother was funny.,3
8486,The conversation with this boy was serious.,1
2962,I made my aunt feel irritated.,0
2642,I made Kristin feel irritated.,0
659,Alonzo feels excited.,3
788,Jerome feels miserable.,1
6450,Amanda told us all about the recent horrible events.,2
203,Amanda feels enraged.,0
7892,The conversation with this girl was terrifying.,2
3860,Nancy made me feel angry.,0
3413,I made his feel anxious.,2
4286,Leroy made me feel depressed.,1
1454,The situation makes Kristin feel fearful.,2
6541,Ellen told us all about the recent vexing events.,0
110,Tia feels terrified.,2
5400,Courtney found herself in a irritating situation.,0
4412,Adam made me feel scared.,2
7019,Darnell told us all about the recent great events.,3
5537,my daughter found herself in a amazing situation.,3
442,this girl feels irritated.,0
8071,The conversation with Malik was threatening.,2
3552,I made my father feel scared.,2
3657,Jasmine made me feel glad.,3
1753,The situation makes my mother feel anxious.,2
8074,The conversation with Malik was dreadful.,2
7101,Justin told us all about the recent vexing events.,0
4310,Alphonse made me feel terrified.,2
1680,The situation makes my daughter feel angry.,0
7442,The conversation with Ebony was outrageous.,0
5850,Adam found himself in a horrible situation.,2
2726,I made Melanie feel depressed.,1
5203,Shereen found herself in a annoying situation.,0
7593,The conversation with Nichelle was shocking.,2
1852,The situation makes Alonzo feel scared.,2
7615,The conversation with Shereen was funny.,3
2701,I made Ellen feel furious.,0
2673,I made Nancy feel anxious.,2
2421,I made Latisha feel furious.,0
5461,this woman found herself in a vexing situation.,0
8050,The conversation with Lamar was horrible.,2
3005,I made Lamar feel sad.,1
2554,I made Nichelle feel fearful.,2
2989,I made my mom feel disappointed.,1
3874,Nancy made me feel fearful.,2
3612,Ebony made me feel scared.,2
3829,Heather made me feel disappointed.,1
2709,I made Ellen feel disappointed.,1
8132,The conversation with Leroy was terrifying.,2
3802,Amanda made me feel irritated.,0
1605,The situation makes her feel sad.,1
4674,my brother made me feel fearful.,2
7581,The conversation with Nichelle was vexing.,0
3684,Shaniqua made me feel annoyed.,0
6294,Jasmine told us all about the recent dreadful events.,2
7894,The conversation with this girl was dreadful.,2
3891,Betsy made me feel discouraged.,2
1024,this man feels annoyed.,0
2061,The situation makes Justin feel furious.,0
635,Malik feels happy.,3
2675,I made Nancy feel happy.,3
8577,The conversation with my boyfriend was amazing.,3
1436,The situation makes Heather feel ecstatic.,3
221,Heather feels furious.,0
4106,my wife made me feel depressed.,1
1199,my dad feels excited.,3
7808,The conversation with Courtney was heartbreaking.,1
5425,Katie found herself in a depressing situation.,1
612,Lamar feels scared.,2
7121,Jack told us all about the recent vexing events.,0
5567,my girlfriend found herself in a grim situation.,1
6285,Jasmine told us all about the recent depressing events.,1
1576,The situation makes Courtney feel ecstatic.,3
1113,my husband feels anxious.,2
2470,I made Latoya feel terrified.,2
6916,Jamel told us all about the recent hilarious events.,3
8048,The conversation with Lamar was heartbreaking.,1
6599,Stephanie told us all about the recent great events.,3
1074,my brother feels fearful.,2
7174,Josh told us all about the recent dreadful events.,2
3634,Latisha made me feel fearful.,2
6180,my father found himself in a irritating situation.,0
4292,Leroy made me feel scared.,2
4777,my uncle made me feel glad.,3
1254,The situation makes Jasmine feel fearful.,2
2659,I made Kristin feel excited.,3
5863,Andrew found himself in a annoying situation.,0
7412,my uncle told us all about the recent terrifying events.,2
6179,my boyfriend found himself in a great situation.,3
1782,The situation makes my mom feel irritated.,0
115,Tia feels happy.,3
7767,The conversation with Melanie was grim.,1
4667,my brother made me feel devastated.,1
6057,he found himself in a amazing situation.,3
6620,Katie told us all about the recent irritating events.,0
8359,The conversation with Alan was great.,3
8517,The conversation with my brother was amazing.,3
6786,my mother told us all about the recent serious events.,1
3901,Ellen made me feel furious.,0
8275,The conversation with Andrew was funny.,3
1794,The situation makes my mom feel fearful.,2
1838,The situation makes Malik feel relieved.,3
8564,The conversation with my boyfriend was displeasing.,0
1648,The situation makes this girl feel miserable.,1
852,Harry feels scared.,2
8283,The conversation with Harry was annoying.,0
3676,Latoya made me feel ecstatic.,3
3613,Ebony made me feel anxious.,2
613,Lamar feels anxious.,2
5772,Terrence found himself in a terrifying situation.,2
8565,The conversation with my boyfriend was depressing.,1
4773,my uncle made me feel anxious.,2
223,Heather feels enraged.,0
3720,Lakisha made me feel angry.,0
6638,Katie told us all about the recent wonderful events.,3
1472,The situation makes Nancy feel scared.,2
2148,The situation makes Roger feel miserable.,1
8424,The conversation with Frank was displeasing.,0
5053,Ebony found herself in a shocking situation.,2
1173,my uncle feels anxious.,2
6711,my sister told us all about the recent threatening events.,2
3621,Latisha made me feel furious.,0
7916,The conversation with my sister was hilarious.,3
1710,The situation makes my wife feel terrified.,2
1748,The situation makes my mother feel miserable.,1
5421,Katie found herself in a vexing situation.,0
4718,my husband made me feel relieved.,3
3101,I made Alphonse feel furious.,0
621,Malik feels furious.,0
7646,The conversation with Amanda was serious.,1
5452,she found herself in a terrifying situation.,2
6671,this woman told us all about the recent threatening events.,2
640,Alonzo feels angry.,0
938,Josh feels relieved.,3
5599,my mother found herself in a great situation.,3
7285,this boy told us all about the recent depressing events.,1
7306,my brother told us all about the recent serious events.,1
1752,The situation makes my mother feel scared.,2
8194,The conversation with Torrance was dreadful.,2
5586,my mother found herself in a serious situation.,1
305,Ellen feels sad.,1
2473,I made Latoya feel anxious.,2
1213,The situation makes Ebony feel anxious.,2
1237,The situation makes Latisha feel glad.,3
2682,I made Betsy feel irritated.,0
3952,Stephanie made me feel scared.,2
6259,Ebony told us all about the recent great events.,3
6672,this woman told us all about the recent terrifying events.,2
7264,this man told us all about the recent displeasing events.,0
917,Alan feels glad.,3
5185,Nichelle found herself in a depressing situation.,1
313,Ellen feels anxious.,2
3307,I made Alan feel devastated.,1
6775,my girlfriend told us all about the recent funny events.,3
8624,The conversation with my dad was displeasing.,0
5248,Amanda found herself in a heartbreaking situation.,1
2517,I made Tia feel glad.,3
250,Kristin feels terrified.,2
5350,Ellen found herself in a horrible situation.,2
8544,The conversation with my husband was displeasing.,0
1128,my boyfriend feels miserable.,1
1629,The situation makes this woman feel disappointed.,1
2156,The situation makes Roger feel ecstatic.,3
2462,I made Latoya feel irritated.,0
8638,The conversation with my dad was wonderful.,3
6155,my husband found himself in a funny situation.,3
2491,I made Shaniqua feel discouraged.,2
4117,my wife made me feel glad.,3
1391,The situation makes Tanisha feel discouraged.,2
617,Lamar feels glad.,3
160,Shereen feels angry.,0
5885,Harry found himself in a depressing situation.,1
1608,The situation makes her feel miserable.,1
7716,The conversation with Nancy was hilarious.,3
1599,The situation makes Katie feel excited.,3
7609,The conversation with Shereen was gloomy.,1
3627,Latisha made me feel devastated.,1
5949,Alan found himself in a gloomy situation.,1
6960,Terrence told us all about the recent irritating events.,0
6298,Jasmine told us all about the recent wonderful events.,3
8013,The conversation with my aunt was shocking.,2
1359,The situation makes Nichelle feel excited.,3
960,Ryan feels angry.,0
81,Shaniqua feels furious.,0
3388,I made Frank feel miserable.,1
4736,my boyfriend made me feel ecstatic.,3
7057,Adam told us all about the recent amazing events.,3
3316,I made Alan feel ecstatic.,3
810,Adam feels terrified.,2
5546,my wife found herself in a serious situation.,1
1601,The situation makes her feel furious.,0
6425,Tanisha told us all about the recent depressing events.,1
5482,this girl found herself in a outrageous situation.,0
2053,The situation makes Harry feel anxious.,2
2805,I made her feel sad.,1
2972,I made my aunt feel scared.,2
7811,The conversation with Courtney was threatening.,2
4618,he made me feel relieved.,3
4115,my wife made me feel happy.,3
7777,The conversation with Melanie was amazing.,3
3643,Jasmine made me feel enraged.,0
5279,Heather found herself in a great situation.,3
27,Latisha feels devastated.,1
2818,I made her feel relieved.,3
5776,Terrence found himself in a hilarious situation.,3
4419,Adam made me feel excited.,3
1502,The situation makes Ellen feel irritated.,0
3486,I made my son feel depressed.,1
535,my girlfriend feels happy.,3
6540,Ellen told us all about the recent irritating events.,0
4068,my sister made me feel miserable.,1
6204,my uncle found himself in a displeasing situation.,0
1725,The situation makes my girlfriend feel sad.,1
7387,my father told us all about the recent grim events.,1
6975,Terrence told us all about the recent funny events.,3
3916,Ellen made me feel ecstatic.,3
6874,Malik told us all about the recent dreadful events.,2
7389,my father told us all about the recent gloomy events.,1
4271,Jamel made me feel discouraged.,2
2277,The situation makes my brother feel glad.,3
147,Nichelle feels devastated.,1
6007,Ryan found himself in a grim situation.,1
5219,Shereen found herself in a great situation.,3
8162,The conversation with Terrence was outrageous.,0
7212,Ryan told us all about the recent terrifying events.,2
8260,The conversation with Andrew was irritating.,0
2516,I made Tia feel ecstatic.,3
5159,Tia found herself in a great situation.,3
3545,I made my father feel sad.,1
2522,I made Lakisha feel irritated.,0
362,Courtney feels irritated.,0
544,my mother feels annoyed.,0
6841,Lamar told us all about the recent vexing events.,0
5994,Roger found himself in a dreadful situation.,2
7301,my brother told us all about the recent vexing events.,0
2402,I made Ebony feel irritated.,0
7971,The conversation with my girlfriend was threatening.,2
615,Lamar feels happy.,3
8573,The conversation with my boyfriend was shocking.,2
2518,I made Tia feel relieved.,3
72,Latoya feels scared.,2
5973,Josh found himself in a shocking situation.,2
5383,Stephanie found herself in a annoying situation.,0
3246,I made Harry feel depressed.,1
19,Ebony feels excited.,3
4432,Andrew made me feel scared.,2
394,Katie feels fearful.,2
2864,I made my sister feel annoyed.,0
2070,The situation makes Justin feel terrified.,2
2542,I made Nichelle feel irritated.,0
4152,my mother made me feel scared.,2
8315,The conversation with Justin was funny.,3
3549,I made my father feel disappointed.,1
1331,The situation makes Lakisha feel discouraged.,2
3623,Latisha made me feel enraged.,0
661,Jamel feels furious.,0
4392,Jerome made me feel scared.,2
50,Jasmine feels terrified.,2
4346,Torrance made me feel depressed.,1
8329,The conversation with Jack was gloomy.,1
5807,Darnell found himself in a grim situation.,1
4200,Lamar made me feel angry.,0
1988,The situation makes Jerome feel miserable.,1
1871,The situation makes Jamel feel discouraged.,2
6996,Torrance told us all about the recent hilarious events.,3
8033,The conversation with my mom was shocking.,2
7728,The conversation with Betsy was heartbreaking.,1
8446,The conversation with his was serious.,1
5329,Betsy found herself in a gloomy situation.,1
7862,The conversation with this woman was outrageous.,0
2294,The situation makes my son feel fearful.,2
6251,Ebony told us all about the recent threatening events.,2
1603,The situation makes her feel enraged.,0
2351,The situation makes my father feel discouraged.,2
2623,I made Heather feel enraged.,0
1141,my father feels furious.,0
5933,Jack found himself in a shocking situation.,2
6939,Leroy told us all about the recent great events.,3
7885,The conversation with this girl was depressing.,1
8238,The conversation with Jerome was wonderful.,3
7626,The conversation with Tanisha was serious.,1
5290,Kristin found herself in a horrible situation.,2
7220,Frank told us all about the recent irritating events.,0
7374,my boyfriend told us all about the recent dreadful events.,2
2184,The situation makes Frank feel annoyed.,0
972,Ryan feels scared.,2
6576,Melanie told us all about the recent hilarious events.,3
3856,Kristin made me feel ecstatic.,3
5119,Latoya found herself in a great situation.,3
7690,The conversation with Kristin was horrible.,2
1890,The situation makes Leroy feel terrified.,2
4716,my husband made me feel ecstatic.,3
6380,Nichelle told us all about the recent irritating events.,0
2797,I made Katie feel glad.,3
1115,my husband feels happy.,3
5315,Nancy found herself in a funny situation.,3
5417,Courtney found herself in a amazing situation.,3
4653,this boy made me feel anxious.,2
7877,The conversation with this woman was amazing.,3
4494,Jack made me feel fearful.,2
3978,Courtney made me feel relieved.,3
2840,I made this girl feel angry.,0
7678,The conversation with Heather was wonderful.,3
689,Leroy feels disappointed.,1
4138,my girlfriend made me feel relieved.,3
2758,I made Stephanie feel relieved.,3
4519,Alan made me feel excited.,3
4374,Darnell made me feel fearful.,2
8474,The conversation with this man was dreadful.,2
7794,The conversation with Stephanie was dreadful.,2
2380,The situation makes my dad feel angry.,0
6982,Torrance told us all about the recent outrageous events.,0
3551,I made my father feel discouraged.,2
481,my daughter feels furious.,0
5814,Darnell found himself in a dreadful situation.,2
630,Malik feels terrified.,2
454,this girl feels fearful.,2
5760,Terrence found himself in a irritating situation.,0
7745,The conversation with Ellen was depressing.,1
8174,The conversation with Terrence was dreadful.,2
3742,Nichelle made me feel irritated.,0
7330,my son told us all about the recent horrible events.,2
75,Latoya feels happy.,3
7750,The conversation with Ellen was horrible.,2
1370,The situation makes Shereen feel terrified.,2
4583,Frank made me feel enraged.,0
1711,The situation makes my wife feel discouraged.,2
1698,The situation makes my daughter feel relieved.,3
6428,Tanisha told us all about the recent heartbreaking events.,1
7054,Adam told us all about the recent dreadful events.,2
283,Betsy feels enraged.,0
6716,my sister told us all about the recent hilarious events.,3
1030,this man feels terrified.,2
2607,I made Amanda feel devastated.,1
3817,Amanda made me feel glad.,3
31,Latisha feels discouraged.,2
1424,The situation makes Heather feel annoyed.,0
3976,Courtney made me feel ecstatic.,3
1944,The situation makes Torrance feel annoyed.,0
7313,my brother told us all about the recent shocking events.,2
93,Shaniqua feels anxious.,2
862,Justin feels irritated.,0
1854,The situation makes Alonzo feel fearful.,2
3105,I made Alphonse feel sad.,1
4440,Harry made me feel angry.,0
5239,Tanisha found herself in a great situation.,3
4683,my son made me feel enraged.,0
3205,I made Adam feel sad.,1
5853,Adam found himself in a shocking situation.,2
3421,I made this man feel furious.,0
4677,my brother made me feel glad.,3
6800,my aunt told us all about the recent irritating events.,0
3298,I made Jack feel relieved.,3
5764,Terrence found himself in a displeasing situation.,0
1946,The situation makes Torrance feel depressed.,1
6182,my father found himself in a outrageous situation.,0
7006,Darnell told us all about the recent serious events.,1
5291,Kristin found herself in a threatening situation.,2
3304,I made Alan feel annoyed.,0
65,Latoya feels sad.,1
4081,my daughter made me feel furious.,0
1506,The situation makes Ellen feel depressed.,1
4265,Jamel made me feel sad.,1
7719,The conversation with Nancy was great.,3
8485,The conversation with this boy was depressing.,1
