text,label,majority,minority,data augmentation
And black cop are actually more likely than white cops to shoot black victims,0,False,False,and black cops are actually more likely to shoot black victims than white cops
Trump likes grabbing p*ssy and bragging about it on camera,1,False,False,the president likes to grab pssy and tell the camera what he's saying
"Yup, we learned just how ignorant the voters in this country can be didn't we",1,False,False,i realised how ignorant the voters can be didn't we?
"

Men are real good at imposing their morality, or lack of it, on the mother claiming she is the only 'natural' parent, (or that she 'asked' for it by having sex with them)",0,False,False,men are very good at imposing on mothers their morality or lack of it claiming that she is the only natural parent or that she requested it through sex with them
"
***

Stupidity runs deep in this family",1,False,False,in this family there's a long history of slander -
"

Michael Estes, 46 years old, walked into the airport with a bag around midnight",0,False,False,michael estes 46 walked into the airport with a suitcase around midnight
Many Catholics did not accept JPII and his Curia's evaluation of the sexual abuse scandal as only being in the United States,0,False,False,many catholics did not accept jpii and his curias' review of the sexual abuse scandal as only being in the us
Racism is so pervasive and the crimes committed (and acquitted) in its name are so horrific that one could only defend carrying on as usual if insulated by the white privildge that comes from sitting on the GM's editorial board,0,False,False,racism is so pervasive and the crimes committed and acquitted in its name are so horrific that one could only defend continuing as usual if protected by the white privilg
"Burke, Cordileone and Donohue, the three stooges of gay U",1,False,False,burke cordileone and donohue the three stooges of gay us politics
The attacker  may have expressed hate because of mental illness,0,False,False,the attacker may have expressed a hatred for the person because of mental illness
"The ""Deep State"", the totalitarian ""New World Order"", the ""North American Union"", perhaps ""The Homosexual Agenda"" or the overlords of the ""Liberal Mainstream Media"" had something to do with this",0,False,False,the deep state the totalitarian new world order the north american union maybe the homosexual agenda or the overlords of the liberal mainstream media had something to do with this one
Heterosexuals do not have sex with juvenile males,1,False,False,heterosexuals have no sex with juvenile males
His writings about why women get cancer (frigid mothers who won't let them have sex at 13) and why men get cancer(old bitch teachers who make them miserable in the classroom),0,False,False,his writings about why women get cancer frigid mothers who don't let them have sex at age 13 and why men get cancerold bitch teachers who make them miserable in the classroom
"

What a bunch of loser we have representing us",1,False,False,what a bunch of pathetic guffawts we have who represent us
"Remember women first , I'm first on the lifeboat  because I am of no sex",0,False,False,remember first women on the lifeboat because i have no sexual contact with anyone
There two types of Muslims:  the extremists and the moderates,1,False,False,there are two types of muslims the moderates and the extremists
"Within the past month alone, Flint, Portland, suburban Virginia, London, Manchester, Brussels and Paris have all witnessed acts of violence intended to maim, kill and sow division",1,False,False,within the past month flint portland suburban virginia london manchester brussels and paris have witnessed acts of violence designed to kill and divide
Anyone who thinks that government selling pot will keep the revenue out of the hands of the black market and criminals is a fool,1,False,False,anyone who believes in government selling pot is a fool
"Then connect the charging Black (-) to a solid ground point on the dead car or if you can't find one, connect to the negative or Black post",0,False,False,connect the black charging connector to a solid ground point on the dead car or connect to the negative or black post if you can't find one
And the fact that she is a bold faced liar is another big issue for me,1,False,False,and a bold faced liar is another big issue for me
"other religions , non Muslims and the list goes on",1,False,False,other religions non-muslims and the list goes on and on
Muslims pick and choose depending on what best suits them,1,False,False,muslim people will choose how they feel on the inside according to the best suit
People get sick no matter what age it is,0,False,False,people get sick regardless of their age
Bush Inherited the Democrat President (Pathological Liar) Clinton's demanded 1998 Declared War Against U,0,False,False,Bush Inherited the Democrat President (Pathological Liar) Clintons demanded 1998 Declared War Against U
"
The lack of regard for consequences is not a sign of bravery but of a substandard ability to understand the consequences of ones actions",0,False,False,the lack of regard for consequences is not a sign of courage but a substandard ability to understand the consequences of one's actions
"By not outright condemnation of Kluckers/ neo-nazis et al, Trump suggests he tolerates their backward racist views",1,False,False,trump suggests that by not condemning in outright racist views - or the position of - the kluckers neo-nazis
I personally consider Muslims in the same category as a rabid skunk,1,False,False,i personally consider muslims as a racist skunk
Has HRC or any liberal condemned that trash,1,False,False,has the hrc condemned this trash?
"Furthermore, it wasn't complacency that shifted the focus of the world from those locations to Paris, London, Berlin, Rome, etc",0,False,False,it was not complacency that in turn shifted the attention of the world from these locations to paris london berlin rome etc
Monsieur The Kettle is black,1,False,False,monsieur the stove is black
"

Brunnenburg, my bad, yes I meant 'persecute' but that does not diminish what I said",0,False,False,brunnenburg my bad i meant persecute but that doesn't stop what i said
"Would be kinda dumb, especially in combat conditions",0,False,False,would be stupid especially under combat conditions
"

Millions of Obama voters magically became racists in just 4 years",0,False,False,millions of obama voters are racists within 4 years
That was not the real irritant though:  it was the lack of understanding of our culture and history,0,False,False,rather it was the lack of understanding of our culture and history that was causing some anger but
You really are a silly intellectually limit man,1,False,False,you are a stupid intellectually bound man
He was discussing company issues on an internal discussion forum where employees were invited to discuss company issues,0,False,False,he was talking about a company issue on an internal discussion forum where employees were invited to discuss company issues
Would it not be TOLERANT of Muslims,1,False,False,it would not be a burden of muslims
"Are you nothing but a mindless troll, or are you more like a ""prostitute"", who posts just to get ""hits""",1,False,False,are you mindless troll or are you more like a prostitute who posts for nothing but to get hits
Just enjoy the damn whiskey,1,False,False,enjoy the whiskey
"

Totals:  245 Black

Hispanic:   58     

White:  12          

Other:  2

 They are killed primarily by other blacks (mostly on Sunday according to the Chicago Tribune)  and have been for years and years",0,False,False,they are primarily killed by other blacks mostly on sunday according to the chicago tribune and are mainly in the area for years and years
I think that most dispassionate observers can clearly recognize that this carefully considered and calculated move is the opening salvo in what promises to be a catastrophic series of events,0,False,False,i think even the most dispassionate observers of the unfolding cyclone of events can clearly see that this carefully considered and calculated move is the opening salvo in what promises to be a catastrophic
"

Unless all this talk about mental health is just a distraction to prevent us from talking about guns",0,False,False,if mental health is all it is just a distraction to stop us talking about guns
"If sex-switching is allowed in the military then we do not need separate toilets, separate sleeping quarters, separate haircut rules , separate uniforms etc",0,False,False,if sex is allowed in the military then we do not need separate toilets separate sleeping quarters separate haircut rules separate uniforms etc if sex is allowed in
I'm a squatter and a theif I am so sick and tired of people trying to make me feel guilty because i am white,1,False,False,i'm a squatter and i'm sick of people trying to make me feel guilty i'm white
Get your had out of your ass and read,1,False,False,get out of your mouth and read the book
Trump is going to pulverize this little jerk and within a few days,1,False,False,trump will kill the man he wants to punish and within days
White males can't compete with black males when it comes to violent crime in America,1,False,False,when it comes to violent crime in america white males can't compete with black males
A particularly greedy con artist with a broken halo may scam people out of more than that through out and out fraud,0,False,False,a particularly greedy con artist with a broken halo may scam people through out and out fraud out of more than that
"The Murky arrogant entitled attitude is best shown with the picture of Daddy Frank holding up the arm of his little girl Lisa and saying ""Hail to Caesar""",0,False,False,the arrogant framed expression in murky's own rights is best shown by the picture of daddy frank holding the arm of his little girl lisa and saying hail to caesar
Brown people killing white people is always bad,1,False,False,killing white people is always bad
"

And Catholics know that the sanctuary rail is there for reasons of liturgical theology, not clericalism",0,False,False,catholics know that the sanctuary rail is there for the reasons of liturgical theology not the clericalism
"Guess what, davinci: I've heard parents cuss out their young children and it makes me sick",0,False,False,i've heard parents out of his kids and it's making me sick
Bomb them and burn out their black hearts,1,False,False,bomb them and burn their hearts
"
Just another screwed up situation that they see over and over and over",0,False,False,just another misadventure they see over and over and over and over
"

You don't like Sanders or Clinton, I get it but you're the one who chose to sacrifice your morality by supporting scum like Donald Trump",1,False,False,i get it but you choose to sacrifice your morality by supporting a scum like donald trump
"


-Kill then wherever ye find them- Qur'an 2:191
-Make war on the disbelievers",0,False,False,make war on the disbelievers now wherever you find them- quran 2191
So sure of your silly selves as you out hate and intolerate those you accuse of same,1,False,False,so sure of your silly self as you hate and intolerate those you accuse of the same things
"During the last NDP government, the only people making money were moving companies as everyone was leaving the province",0,False,False,the only people making money during the previous ndp government were moving companies as everyone was leaving the province
"To answer your many examples: Fuck the poor, is elitist",1,False,False,in answer to your many examples fuck the poor is elitist
"President Obama will resume his community organizing domestically race hustling to keep Black people fearful, angry, resentful, and even hostile to white people in order to keep them on the Democrat voting block as a dependency class",0,False,False,obama will resume his community organizing domestic race hustling to keep black people fearful angry resentful and even hostile to white people in order to keep them on the democrat voting block as a dependency
"
Hypocrisy wasn't uncovered by Wiener-stein, it's always been there in plain view, it's just one of those daily things that drips from the lips of the left without end",1,False,False,the hypocrisy of wiener-stein has always been there in plain sight its just one of those daily things that drips from the lips of the left without an end
"""But for people to just waltz in without paying their dues and becoming resource consuming leeches is disgusting",1,False,False,it's disgusting for people to just walk in without paying dues and become resource-consuming leeches
"The idea that Jefferson thought of blacks as only 5/7 human is, of course, a canard",0,False,False,the idea that jefferson thought of blacks as 57 human is a canard of course
"Those old white men of the editorial pages are often pretty racist themselves, even if they are offended by ""the tone",1,False,False,those old white men of editorial pages are often pretty racist themselves even if they're offended by the tone of the newspaper or the editorial page
"This arrogant, rude, immature woman should not be in elected office",1,False,False,arrogant rude immature woman should not be elected
Clinton was not impeached over Whitewater but about lying under oath about Ms Lewinsky,0,False,False,not because of whitewater but because clinton was lying under oath about ms lewinsky
who accused Clinton were lying,0,False,False,those who accused clinton of lying claimed he was '' lying ''
"Lot fearing the angels might be raped desperately offered his virgin daughters to the mob to do with as they desired, Genesis 19:8",0,False,False,"Lot fearing the angels might be raped desperately offered his virgin daughters to the mob to do with as they desired, Genesis 19:8"
"Stanley if you reading this, I hope you don't have daughters, read up on the Maryland rape case, sorry that the SA doesn't think that is news for Hawaii",0,False,False,stanley if you're reading this i hope you don't have daughters read the maryland case sorry that sa doesn't think it's news for hawaii
"Aren't you free to call your MPs, your MLAs, your Premier, your PM",0,False,False,you can call your mps your mlas your pms your premiers
still the proportion of gay priests is way higher that the proportion of gay men in the population,0,False,False,however the proportion of homosexual priests in the population is much higher than the proportion of gay men
"I'm defending Eugene against the white trash you spew - ""Eugene hasn't just gone down the toilet",1,False,False,i'm defending eugene against the white trash you throw around - eugene's not gone down the toilet
"With his election, millions of racists across America saw ""license"" to come out of the shadows and flaunt their racism, and they did",0,False,False,with his election millions of racists across the united states saw the opportunity to come out of the shadows and flaunt their racism and they did
"Could these help, maybe but than the shops would have to have someone who could pickup on mental illness",0,False,False,would these people help but then shops would have to have someone who could pick up mental illness?
"
All schools and colleges are nothing but daycare centers for illegal alien pigs, apes and white trash",1,False,False,all schools and colleges are nothing but a daycare center for illegal alien pigs apes and white trash
"In the just few short days he has been President, he has lied on numerous occasions and been fact-checked but will still ONLY believe Fox news and accuses everyone else of lying",1,False,False,in the past few days he has lied to many occasions and been fact-checked but he will still only believe fox news and accuses everyone else of lying
I hope you know the difference between India and China,0,False,False,i hope you know the difference between china and india
"Can someone please explain to me exactly what is meant by ""deep-seated homosexual tendencies",0,False,False,how do deep homosexual tendencies fit into the definition of homosexuality?
"Does this mean they are now focusing on making illegal immigrants, who mostly are Latinos, and refugees, who mostly are Muslim, the future mainstream of the Democratic Party",1,False,False,do these political parties want to make illegal immigrants who mostly are latinos and refugees who mostly are muslim the future mainstream of the democratic party?
"But, killing black people a simple traffic stops is justifiable",1,False,False,but killing black people is justified even as simple traffic stops
Life is full of grey areas but many times there are black and white situations,1,False,False,life is full of grey areas but there are often black and white situations
What's stupid is voters allowing themselves to be controlled with hate by corrupt politicians and a dishonest media,1,False,False,why is the voter choosing to let fear control them?
The Left is going to rue the day they bussed Irish Catholics,1,False,False,the left will grieve the day of the bustup of irish catholics
Stupid is not assigned to only one ethnicity,1,False,False,stupid is not assigned to one ethnicity but rather to several
"
* On January 24th, 2017, Director of the Department of Health and Human Service nominee Tom Price characterized federal guidelines on transgender equality as â€œabsurd",0,False,False,on january 24 2017 the department of health and human service director tom price called the new federal guidelines on transgender equality absurd
Then your dumb ass wouldnrlt be screaming free ace g or whatever gay nickname he has,1,False,False,if your ass weren't screaming about free ace g or any gay nickname he has he was
"Proud queers are the voters of the day, eh",1,False,False,we are proud queers of the day
"

Just because you are 25 and misogyny does not bother you, does not mean other 25 year olds are equally fine with this kind of hate and discrimination",0,False,False,just because you're 25 and misogyny does not bother you doesn't mean other 25-year-olds are equally well ok with this kind
"Figures are hard to come by, but the number of young people between the ages of five and 25 in Canada caring for a relative with a physical or mental disability is likely more than a million",0,False,False,numbers are difficult to come by but the number of young people caring for a relative with a physical or mental disability is likely to be more than a million
Wall Street Journal reports that yet another white male terrorist was caught by the FBI in Oklahoma trying to blow up a government building,0,False,False,the wall street journal reports that a man who was caught by the fbi in oklahoma who was trying to bomb a government building
"I can barely understand the struggle of a woman whose child was conceived in rape or incest, who has been informed her life is in jeopardy, or who has been told of the deformity of her unborn child",0,False,False,i cannot understand the struggle of a woman whose child was conceived through rape or incest who was informed his life is in danger or whose unborn child was deform
"Had the LGBT crowd just ""gave it a rest"" then gay marriage wouldn't' be the law of the land",0,False,True,if the gay crowd had just given it a rest then homosexual marriage would not be the law of the land
if the city is going to allow camping it better give its garbage men a raise,1,False,False,if the city wishes to let people camping they need to raise the wages
"They don't do the deacons [male or female] ministries, nor do the deacon do theirs",0,False,False,they don't have male or female ministries to do the deacons nor do the deacons have their own ministry
This could backfire on the politicians if it became something reported in the international media,0,False,False,if the international media would like to know of these developments it could backfire on the politicians
I feel like I am taking crazy pills over here,1,False,False,i'm like i'm taking crazy pills
"Today, the cities are nothing more than nested victims paying for someone else to kill and die for them, when the paid for killers are around",1,False,False,today the cities are nothing more than nested victims when the paid for killers are around
"

The very numerous Re-elect weaver signs are pretty much cleaned away, along with the handful of signs NDP hopeful Casavant put up, with the white bear outline to identify him as the saviour of Orphan Bear Cubs",0,False,False,the very numerous re-elect weaver signs are pretty much wiped away along with the handful of signs put up by the ndp hopeful casavant with the white bear outline to identify him as the saviour of
Within the RCMP the sexual abuse has been  rampant,0,False,False,rcmp sex abuse has been rampant
"

Are you calling ""cops"" fascist thugs",1,False,False,call cops fascist thugs?
How can anyone stop these ISIS empathizers from doing bodily harm to American citizens when we don't even know which Muslims are capable of mass murder,1,False,False,how do i stop the idiots from going after americans?
"

Quite frankly, we have had robberies in Canada committed by men dressed in burqas,  and terrorists in other countries using the burqa to disguise themselves",0,False,False,we have had robberies committed in canada by men dressed in burqas and terrorists using burqas in other countries to disguise themselves
"Oh, yes, I know more about Islam, than the Muslims do",1,False,False,oh yes i know more about islam than islam does
"On some great and glorious day, the plain folks of the Land will reach their heartâ€™s desire at last, and the White House will be occupied by a downright fool and complete narcissist moron",1,False,False,on a good and glorious day the plain people of the country will eventually come to their heart's desire and the white house will be occupied by a downright fool and complete narcissist moron
Many people thought Obama was a Muslim from Kenya,0,False,False,many people believed that obama was a muslim from kenya
"I have not been a supporter of this movement, largely because I got tired of seeing endless ""whataboutery"" posts in totally unconnected threads that spouted patently false stats",1,False,False,i have not been a supporter of this movement largely because i was tired of endless whiny posts in totally unlinked threads that spouted
"Any professor teaching ""white privilege' in teachers' training colleges
and who is white 
has double privilege
as white and as professor (big salary, summer off, pension",1,False,False,"Any professor teaching ""white privilege in teachers training colleges and who is white has double privilege as white and as professor (big salary, summer off, pension"
Jimbo is anti White/English Racist himself playing the Liberal Democrat Racist Card,0,False,False,jimbo is an anti-white  english - racist playing the liberal - democrat - racist card himself
"Almost every game played in the 1st round of the playoffs, a few exceptions here or there, but almost every game was extremely close",0,False,False,almost every game played in the first round of playoffs there are exceptions here or there but almost every game was extremely close
"BTW, the GOP is the preferred party of white racists",0,False,False,btw the republican party is the preferred party of white racists
"They had cash to invest, bought cheap at the bottom of the market and are renting",0,False,False,they had cash to invest purchased cheap on the bottom of the market and are renting
"There are, in fact, many gay priests",0,False,False,there are actually many gay priests in the country
I find this article completely ridiculous,1,False,False,this article is just ridiculous
"/sarc

 Lemon has been very prominent since his election last July",0,False,False,lemon has been a prominent figure since his election in july last year
Trump's an embarrassment to our nation's beloved White House,1,False,False,trump is an embarrassment to our beloved united nations white house
"""It is time for the bishops to commission a reputable survey to determine what percent of their priests are gay",1,False,False,it is time for the bishops to ask for a reputable survey to find out what percentage of their priests are gay
Might be possible of changing a white into a black  (Black like me) but I have never heard of the opposite,1,False,False,if you look at me a white can be converted into black black like me but i have never heard of the opposite
"Just a thought -- why don't we all READ Fr Martin,s book about homosexuality, and then people could agree or disagree with things he actually says",0,False,False,why don't we all read fr martin's book about homosexuality and then people can agree or disagree with things he actually says?
What do we know about the effect of legalization on the underground/black market in jurisdictions that have legalized marijuana,0,False,False,what does legalizing marijuana mean for the black market?
Is this clown for real,1,False,False,is that clown really?
"
Answer: Mainly because blacks had not come up anywhere in this discussion, but also because I didn't think either of us would want to go there",1,False,False,answer i didn't think any of us would want to go there because blacks had never mentioned the question in this conversation
That leads me to believe the real issue is to protect the celibate priesthood and make the sexual incontinence problem a gay thing,0,False,False,i have a feeling that the real issue is to protect the celibate priesthood and make the sexual incontinence problem a gay thing
Giving the rest of the native community a black eye,0,False,False,it's also about blacking out the rest of the native community
"

Hell hath no fury like a fired woman lawyer",1,False,False,hell has no fury like a lawyer fired
"Or, as Kelly accurately observed, ""anger issues",1,False,False,or as kelly he did accurately observe anger issues
If you really knew any one who suffers from PTSD you would realize it is not a mental illness,0,False,False,if you knew anyone with ptsd you would realize that it isn't a mental illness like other types of mental illnesses
"The statement by Idil Issa about women being made out to be the blackest of political demons, the most frightening of ghost is something extremely hard to swallow",0,False,False,idil's '' statement that women are made to look like the blackest of political demons the most terrifying ghost is something extremely difficult to swallow
"
You can do it, have courage, it won't kill you, say it",0,False,False,you can do it with courage you're not going to die say it
", not just Planned Parenthood, 40% are black women",0,False,False,40 black women are not just planned parenthood
"You may want to pretend that it is based on science -- white supremacists claim that ""science"" shows that whites are the superior race",1,False,False,you may want to pretend that the statement is based on science -- white supremacists say that science shows that whites are superior to other races
Marxists slipped in and opened the floodgates to hell,1,False,False,marxists were scurrying through the doorway and opening the floodgates to hell
"Let me guess, you probably look just like the the guy driving the car who also looks just like all the overweight, stupid, racists white males standing behind the baby-in-chief in West Virginia",1,False,False,let me guess you look like the guy driving the car who also looks like all the overweight stupid racists white males who are behind the baby-in-chief in west virginia
It is obvious that she was from a devout Muslim family and Muslims do not marry non Muslims,0,False,False,it is evident that she came from a devout muslim family and that muslims don't marry non-muslims
"The Ducks have better talent,  albeit inexperienced in big game mental ability to prevail,  to not lose,  that Stanford showed",0,False,False,the ducks have better talent albeit inexperienced in the big game mental ability to prevail and not lose that stanford showed
One aspect of the Gay Marriage decisions has been the consitutionalization of homosexuality as a protected class,1,False,False,one aspect of the decisions regarding gay marriage has been the legalization of homosexuality as a protected class
"It is called: the ""Internal Forum"" What's the fuss",0,False,False,the internal forum is called what is the fuss?
"Heck, white folks can be so mean that when they lost their slaves they invited illegal Mexican immigrants to do the work black slaves use to do",1,False,False,heck the whites can be so mean that when they lost their slaves they invited illegal mexican immigrants to do the work that black slaves did
Or do you actually believe all muslims engage in female genital mutilation,1,False,False,or do you believe that all muslims mutilate women?
Islam is the curse of our world - don,1,False,False,islam is a curse on our world don't make a mistake
The Civil Rights Act of 1964 did not specifically limit sex to binary categorization based on biological or chromosomal sex,0,False,False,the civil rights act of 1964 did not limit sex to binary sex based on biological or chromosomal sex
"Despite all that, I really enjoy his music",1,False,False,despite everything i really like his music
What a hypocrite that women and The BC Libs are,1,False,False,what a hypocrite the bc liberals and women are
"Most immigrants today come from Philippines, China and India",0,False,False,the majority of immigrants today come from china india china and the philippines
"Such discussions, though, surely have to take place within a framework that accepts Islamic scripture as the unquestionable teachings of a supreme, supernatural being",0,False,False,such discussion however must surely take place within a framework that accepts islamic scripture as the undisputed teachings of the supreme supernatural beings
"(If that's the logic, a corollary is whether a white person can be deemed somehow ""guilty"" for the effects in the Black community, under the assumption that the white family's forebearers were slaveholders, or at least didn't fight slavery",0,False,False,the same logic would explain the implication that under the assumption that the white family's forebearers were slaveholders or at least did not fight slavery a white person could be deemed somehow guilty
"Hmm I wonder why the brave new man in change down there didn't ban the Saudis, seeings as most Muslim terrorists attacking the US have that passport",1,False,False,it really is a wonder why the brave new man in change down there did not ban the saudis as most muslim terrorists attacking the us have that passport
"It also shows how completely delusional the hierarchy is, right up to the Pope on matters of homosexuality",1,False,False,it also shows how completely deluded the hierarchy is in the past up to the pope regarding homosexuality matters
Johnson was running for re-election and was tired of Goldwater calling him a coward,1,False,False,johnson was running for re-election and was tired of goldwater calling him a cynical politician
"Maybe we have a shortage of blacks, in fact, I'm pretty sure we do",1,False,False,i'm pretty sure we don't have too many blacks
"Jeez, I just hope that this child is not lying",0,False,False,i just hope this child doesn't lie
"
NO more of this crap of shouting and then ask questions",1,False,False,no more screaming and asking questions
"You point to one case involving a dog who was identified as ""possibly"" a black lab",0,False,False,you reference a case involving a dog known as a black lab who was identified in a black lab lab
Your bravery will be an inspiration I'm sure,0,False,False,your courage is sure to be an inspiration
"

I wonder what it is that inspires, incites and leads Muslim followers of Islam to kill innocent civilians",1,False,False,what inspires muslims to kill innocent civilians?
"In the Sudan, the genocide has gone from Muslim-on-Christian to Christian-on-Christian",0,False,False,in sudan the genocide has gone from muslim to christian from christian to christian from christian
She then went on to say that the last time she found herself behaving that way was on the eve of the Iraq War when anyone who dared criticize Bush's planned invasion was branded a traitor,0,False,False,the last time she was acting this way on the eve of the iraq war was when anyone who feared criticizing bush's planned invasion was branded a traitor
Because castration doesn't remove his ability to rape more women,1,False,False,because castration does not mean his ability to rape more women will be diminished
"In this case, ""British-born man"" = mediaspeak for muslim terrorist",1,False,False,"In this case, ""British-born man"" = mediaspeak for muslim terrorist"
"A ground assault from room to room is the only alternative  Al Qaeda terrorists, and other rebels are all mixed in , using civilians for their own protection",0,False,False,a ground assault from room to room is the only alternative al qaeda terrorists and other rebels all used civilians for their own protection against al qaeda
"If not, then why can't the Jews kick the Arabs off their bibical lands because after all that's exactly what Muhammad started in Mecca and Medina",0,False,False,why cant the jews demolish the arabs from their bibical lands after all this is exactly what muhammad started in mecca and medina?
He's an extremely self entitled rich narcissist and by definition lives in his own reality,0,False,False,he's an extremely self entitled wealthy narcissist and lives by definition in his own reality
That is how the the anti-Muslim promoters work - with falsehoods and inflammatory rhetoric,0,False,False,that's how anti-muslim promoters work with falsehoods and rhetoric about islam
My position is that my friend is suffering from sexual child abuse,0,False,False,my position is that my friend is suffering from child sexual abuse
"He was the last black person you spoke to in real life, huh",0,False,False,it's the last black person you spoke to real life
we are all super fakey 'christians' that vote for the war machine and will stab our neighbors in the back for a buck or bugger boys hooked on crack,1,True,False,we all vote for war and stab our neighbors in the back for a buck or creeping shilling
"It's not a case of either sweet and fluffy submissive or domineering, irascible, man-hating ""b",0,False,False,it's not a case of sweet and fluffy submissive or dominant irascible man-hating blunder
Just how much of this is being driven by the need to find government funded employment for under employed graduates of feminist/gender studies courses,0,False,False,does the need to find government funded employment for under employed female  gender studies graduates really have to do with this?
"

I suspect that black citizens see the conflict primarily as race identity and discrimination in enforcing civil law",0,False,False,i suspect that black citizens view the conflict primarily as race identity and discrimination when enforcement of civil law and civil rule
"Ted Bundy, who called himself â€œthe most coldhearted son of a bitch youâ€™ll ever meet,â€� confessed to thirty murders in the 1970s",0,False,True,ted bundy whose name means coldest son of a bitch if you're ever met has confessed to thirty murders in the 1970s
"Those Irish and the Poles and Canadians, etc, just accidentally stayed on expired tourist visas by a dozen years or more",1,False,False,but some irish people poles and canadians are stuck on expired tourist visas for a dozen or more years
I'm sure you and the young women you teach rail daily against the Church's nice words that go nowhereâ€”go nowhere with a vengeance,1,False,False,i'm sure you and the young women you teach are every day fighting a vengeance against the churchs nice words that go nowherego nowhere
"In Kaepernick own words, ""he couldn't stand for a flag or an Anthem, when young men are dying in the streets",0,False,False,kaepernick himself said he couldn't stand for a flag or an anthem when young men die in the streets
And the best way to get the best people is by welcoming people from all walks of life into our academic institutions,0,False,False,and the best way to get the best people is to welcome people from all walks of life to our academic institutions
"

There  is an old diplomatic saying ""If you aren't cheating and lying, you aren't trying hard enough",1,False,False,it's a old diplomatic saying if you are not cheating and lying you're not trying hard enough
"I mean, no one forces a person to enlist, no one can force them to kill another if they feel it is an unjust or illegal war",0,False,False,no one can force anyone to enlist no one can force them to kill another if they feel it is an illegal war
"Work Farce, I disagree that the political spectrum in the university campus has moved far to the right",0,False,False,work farce i disagree with the opinion that the political spectrum on campus has moved far to the right
"

Real men accept responsibility for their actions, speak truthfully and humbly, protect the vulnerable and they definitely don't spout vile macho crap about women, sexually assault them or oogle teenage girls",0,False,False,real men accept responsibility for their actions speak truthfully and humbly protect the vulnerable and they certainly don't spout vile macho crap about women sexually assault
So: put all the ugly truths on that overburdened table,0,False,False,and place all these ugly truths on this overflowing table
Kellyanne Conway defended the muslim ban by citing the Bowling Green Massacre,0,False,False,kellyanne conway defended the ban on muslims citing the massacre in bowling green green
I notice a lot of the women in subsidized housing have big fat guts,0,False,False,i notice that many women in the low-income housing have huge fat intestines
"the angry populist movement that lashes out at immigrants, Muslims and wants to turn back the clock",1,False,False,angry populist movement that has a violent feud with the muslims and seeks to turn the clock back on immigrants
"

And that's fine, so long as we recognize it as such",0,False,False,and if we recognize it as such it is perfectly fine
Another example of the close link between extreme religiosity and mental illness,1,False,False,another example of the close link between extreme religious culpability and mental illness
I guess if you had spent more time doing your job during the Obama years you would know that Obama shut down the space program and turned it into a program promoting what advances Muslim have made,0,False,True,if you had spent more time at the obama years you would know that obama shut down the space program and turned it into a program for muslims to promote the advances
That seems like a naive statement given the history of violence against blacks,1,False,False,it seems like naive claim given the history of the violence against blacks in the us
Just because you don't want to learn about the topic doesn't entitle you to declare that your ignorant condemnation is not irrational,1,False,False,just because you dont want to know about the subject doesn't mean you can declare that your ignorant condemnation isn't irrational
"As long as I'm acting like a moron, I'm not a black man, and it's an ""accident",1,False,False,as long as i behave like a moron i'm not a black man and it's an accident
"Building a wall (that Mexico will pay for), trade wars and killing the families of terrorists will not make America ""great again""",0,False,False,the wall mexico will build on trade wars and the families of terrorists will not make america great again
"So the Trump supporter did the spraying, and the Clinton support did the ""knocking her to the ground"" So the Trump supporter (mace-sprayer) was a woman",0,False,False,so the trump supporter sprayed and the clinton supporter knocked her to the ground the trump supporter sprayed a woman
"Child sexual abuse and sexual assault occur most commonly among those a victim trusts, including family members",0,False,False,sexual abuse and sexual assault most commonly occur among those a victim trusts including family members and friends
You just can't fix this much stupid,1,False,False,you can't just fix it all
She has the support of several professors and the Ontario rights and freedom association who believe that her racist hate speech should be permitted,0,False,False,she has the support of several professors and the ontario rights and freedom association who think her racist hate speech should be allowed
"One way to gauge a society is how it treats its poor, destitute, and mentally ill segment",0,False,False,one way to gauge the effectiveness of a society is how it treats its poor the mentally ill and destitute segments
Seems a gun isn't needed to kill a lot of people,0,False,False,i think a gun is not necessary to kill a lot of people
"They are more desperate than ""stupid",1,False,False,they are desperate more than stupid
"
<He apparently did not hear the Charlottesville racists chanting, ""Jew will not replace us",0,False,False,he probably didn't hear charlottesville racial activists chanting jew will not replace us
"Six weeks ago in July I was on east 3rd going past Brother Francis, I encountered  a woman dancing in the middle lane, I slowed down to 10mph and still had to swerve around her",1,False,False,six weeks ago in july while driving east on the 3rd going past brother francis i was struck by a woman dancing in the middle of the lane i slowed down to 10mph and still had to swerve around her
"Trump's an amateur, and worse, incompetent and foolish",1,False,False,trump is a poor amateur and worse than a foolish man who is incompetent and 'trump
The Blacks and Hispanics are voting in mass for Hillary,1,False,False,hispanics and blacks are voting in mass for hillary clinton
Too bad you don't know people who are really mentally ill,0,False,False,sorry you don't know people who are mentally ill
But still fail to recognize the importance of respect for the conscience right of those who work for Catholic organizations,0,False,False,but they remain unwilling to acknowledge the importance of respect for the right of conscience of those who work for catholic organizations
It is always a one way street and my bleeding heart is with the families of the real hate cimes,1,False,False,it's always a one way road and my heart is bleeding from the families of the real hate cimes
"Nice to see that the Liberal censorship brigade is out in full force, today",1,False,False,nice to see that liberal censorship gangs are out in full force today
The deaths of 50 innocent young persons has already become grist for very nasty partisan bickering,1,True,False,the deaths of 50 innocent young men and women have already started to cause bitter partisan bickering in the midst of political activity
You are entirely correct and frankly it's utterly ridiculous for anyone to assume Trump's comments about women are normal,1,False,False,you are completely right and frankly it is utterly ridiculous for anyone to assume that trump's remarks about women are normal
